Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
CharText/MissChain/Passive_2,Text,3,준비 됐어!,Je suis en feu !,準備完了！,准备好了！,準備好了！
CharText/Pressel/Oracle,Text,,예견,Prophétie,予知,预见,預見
CharText/Pressel/OracleDraw,Text,,프레셀이 예견합니다,Pressel formule une prophétie.,プレッセル、予知します。,普瑞斯特正在翻牌,普瑞斯特正在翻牌
CharText/Pressel/Skill_2_0,Text,,확실하게 올라 갔습니다!,Élevez-vous vers les cieux !,昇天なさい！,去接受上帝的审判吧！,去接受上帝的審判吧！
CharText/Pressel/Skill_2_1,Text,,한놈 올려 보냅니다!,"En voilà un autre pour vous, mon Seigneur !",主よ、もう一人です！,去见上帝吧！,去見上帝吧！
CharText/ShadowPriest/Charge,Text,,영혼 향로 충전!,L'encensoir des âmes est chargé !,香炉チャージ！,灵魂香炉充能！,靈魂香爐充能！
CharText/SilverStein/Null,Text,적용되어있는 스킬 : 없음 상태일때 표시,없음,Aucun,なし,无,無
CharText/SilverStein/Reload,Text,,재장전!,Recharge !,リロード！,重装弹药,重裝彈藥
CharText/Sizz/EveAttack,Text,이브의 상태 : 공격 가능,공격 가능,Eve peut attaquer.,攻撃可能。,可以攻击,可以攻擊
CharText/Sizz/EveKill_0,Text,,잘했어 이브!,"Bien joué, Eve !",やったね、イブ！,干得漂亮，伊芙！,幹得漂亮，伊芙！
CharText/Sizz/EveKill_1,Text,,바로 그거야 이브!,"C'est ça, Eve !",それだよ、イブ！,就是这样，伊芙！,就是這樣，伊芙！
CharText/TW_Blue/Draw_Null,Text,,<b>관측 불가</b>,<b>Indétectable</b>,<b>観測不可</b>,<b>无法观测</b>,<b>無法觀測</b>
CharText/Trisha/Passive_0,Text,,지금이다.,Maintenant.,今だ。,就是现在。,就是現在。
CharText/Trisha/Passive_1,Text,,그림자 분신...!,Attaque coordonnée... !,影分身…！,影子分身……！,影子分身……！
CharText/Trisha/Passive_2,Text,,기회 포착!,Faiblesse repérée.,チャンス！,机会来了！,機會來了！
CharText/Trisha/Skill_2_PlusDesc,Text,,사용하면 '환영 복제' 스킬이 되어 버려진 덱에 넣습니다.,"Lorsqu'elle est utilisée, cette compétence devient « Image miroir » et est placée dans la défausse.",使用すると「影分身」になり捨てられたデッキに入る。,使用时变成“暗影重现”置入弃牌库。,使用後，變成「暗影重現」並置入棄牌庫。
CharText/Trisha/Skill_3_PlusDesc,Text,,이번 턴에 행동 카운트를 2만큼 지연시킵니다.,"Lorsque le compteur d'action situé à gauche atteint 0, les ennemis agissent.",このターンの行動カウントを2遅延させる。,本回合延迟 2 点行动倒计时。,本回合延遲 2 點行動計數。
Chartext/Enemy/Casino/AleartUI_Burst,Text,,최대 점수를 초과하여 패배하였습니다...,Vous avez perdu pour avoir dépassé le score maximal...,最大スコアを超えてしまいました。,超出最高分，输掉了游戏……,超出最高分，輸掉了遊戲……
Chartext/Enemy/Casino/AleartUI_Draw,Text,,상대와 점수가 같아 승부가 나지 않았습니다.,Égalité ! Les deux scores sont identiques.,引き分けです。,与对手分数相同，未分出胜负。,與對手分數相同，未分出勝負。
Chartext/Enemy/Casino/AleartUI_Lose,Text,,상대가 더 높은 점수를 달성했습니다...,L'adversaire a obtenu un score plus élevé...,相手がより高いスコアを達成しました…,对手达成了更高的分数……,對手達成了更高的分數……
Chartext/Enemy/Casino/AleartUI_StartGamble,Text,,최대 점수를 초과하지 않고 높은 점수를 얻어 갬블에서 승리하세요!,Remportez le pari en obtenant le meilleur score sans dépasser la limite !,最大スコアを超えずに高いスコアを取得して、ギャンブルで勝利してみましょう！,在不超出最高分的前提下，尽可能获得高分，在赌局中赢得胜利吧！,在不超出最高分的前提下，盡可能獲得高分，在賭局中贏得勝利吧！
Chartext/Enemy/Casino/AleartUI_Win,Text,,승리! 모든 마나를 회복하고 적이 받는 피해량이 증가합니다.,Victoire ! Restaurez tout votre Mana et augmentez les dégâts subis par les ennemis.,勝利！すべてのマナが回復し、敵が受けるダメージがアップします。,胜利！恢复所有法力值，敌人所受伤害增加。,勝利！恢復所有法力值，敵人所受傷害增加。
Chartext/Enemy/Casino/BattleStart,Text,,"자, 게임을 시작하지.",Bien... Commençons la partie.,さあ、ゲームの始まりだ。,来，开始游戏吧。,來，開始遊戲吧。
Chartext/Enemy/Casino/GambleBurst_0,Text,,"버스트!
지나친 욕심은 파멸을 부르지.","Échec ! 
Votre cupidité vous a perdu.","バスト！
強すぎる欲は身を滅ぼす。","爆点！
过度的贪婪终将招致毁灭。","爆點！
過度的貪婪終將招致毀滅。"
Chartext/Enemy/Casino/GambleBurst_1,Text,,"버스트!
그런 덱으로 될거라 생각했나?","Échec ! 
Tu pensais vraiment pouvoir gagner avec cette main ?","バスト！
そんなデッキで勝てると思ったのか！","爆点！
你不会想靠这几张牌赢我吧？","爆點！
你不會想靠這幾張牌贏我吧？"
Chartext/Enemy/Casino/GambleDraw_0,Text,,"흥, 승부는 미뤄진 것 같군.","Hmph, rien n'est encore joué.",ふむ、引き分けか。,哼，看来要分出胜负还要等下一局了。,哼，看來要分出勝負還要等下一局了。
Chartext/Enemy/Casino/GambleLose_0,Text,,네 운은 여기까지다!,Ta chance s'arrête ici !,お前の運もここまでだ！,你的好运到此为止了！,你的好運到此為止了！
Chartext/Enemy/Casino/GambleLose_1,Text,,이 판은 끝났어!,Cette partie est terminée !,これで終わりだ！,这局已经结束了！,這局已經結束了！
Chartext/Enemy/Casino/GambleStart_0,Text,,베팅 시작이다!,Faites vos jeux !,ベットの時間だ！,赌局开始了！,賭局開始了！
Chartext/Enemy/Casino/GambleStart_1,Text,,이번 베팅에 모든것을 걸겠다!,Je mise tout sur ce pari !,ここに全てを賭ける！,这把我要赌上我的全部！,這把我要賭上我的全部！
Chartext/Enemy/Casino/GambleStart_2,Text,,판돈 한번 제대로 올려볼까!,Augmentons les enjeux !,さあ、賭け金を上げてみようか！,这把我要狠狠地加注！,這把我要狠狠地加註！
Chartext/Enemy/Casino/Gambleidle_0,Text,,네 감을 믿으라고.,Fais confiance à ton instinct.,お前の感を信じろ。,要相信你的直觉。,要相信你的直覺。
Chartext/Enemy/Casino/Gambleidle_1,Text,,판이 점점 재미있어 지는군.,La partie devient intéressante.,面白くなってきたな。,越来越有趣了。,越來越有趣了。
Font/Font_0,TextMeshPFont,,Font/NANUMGOTHIC SDF,Font/NANUMGOTHIC SDF,Font/NANUMGOTHIC SDF,Font/NANUMGOTHIC SDF,Font/NANUMGOTHIC SDF
Font/Font_0_Bold,TextMeshPFont,,Font/NANUMGOTHIC Bold SDF,Font/NANUMGOTHIC Bold SDF,Font/NANUMGOTHIC Bold SDF,Font/NANUMGOTHIC Bold SDF,Font/NANUMGOTHIC Bold SDF
Name/Character/Lucy,Text,,루시,Lucy,ルシー,露西,露西
Story/AzarRoom/Bed,Text,,침대,Lit,ベッド,床,床
Story/AzarRoom/Bookshelf,Text,,책장,Bibliothèque,本棚,书架,書架
Story/AzarRoom/Door,Text,,문,Porte,ドア,门,門
Story/AzarRoom/Switch,Text,,전등 스위치,Interrupteur,照明スイッチ,电灯开关,電燈開關
Story/AzarRoom/Table,Text,,테이블,Table,テーブル,桌子,桌子
Story/AzarRoom/Toilet,Text,,화장실,Toilettes,トイレ,卫生间,廁所
Story/GRoom/Bebe,Text,,베베,Bebe,ベベ,贝贝,貝貝
Story/GRoom/Column,Text,,기둥,Pilier,柱,柱子,柱子
Story/GRoom/Door,Text,,문,Porte,ドア,门,門
Story/GRoom/Hein,Text,,헤인,Hein,ヘイン,海因,海因
Story/GRoom/Wall,Text,,벽,Mur,壁,墙,牆
Story/Intro_0/UnknownText1,Text,,방주에 온 걸 환영해.,Bienvenue dans l'Arche.,アークへようこそ。,欢迎来到方舟。,歡迎來到方舟。
Story/Intro_0/UnknownText2,Text,,이곳은 모든 사람들의 소망이 이루어지는 낙원.,"Voici le Paradis, où tous les rêves deviennent réalité.",ここは、全ての人達の願いが叶う楽園。,这里是能够实现所有愿望的乐园。,這裡是能夠實現所有願望的樂園。
Story/Intro_0/UnknownText3,Text,,사람들은 단 하나의 희망을 위해 힘을 합치며 살아가지.,Les gens vivent ensemble pour un unique espoir.,人々はたった一つの希望のために力を合わせて生きている。,人们为了唯一的希望，齐心协力地生活。,人們為了唯一的希望，齊心協力地生活。
Story/Intro_0/UnknownText4,Text,,"그래, 이것이야말로 모두가 바라던 세계...",Oui... Voici le monde que tout le monde désirait...,そう。これこそが皆が望んだ世界…,是啊，这才是大家期待的世界……,是啊，這才是大家所期待的世界……
Story/Intro_0/UnknownText5,Text,,"자, 내게 말해주렴.[t0.5]
네가 바라는 것은 뭐지?","Allez, dis-moi.[t0.5] 
Quel est ton désir ?","さあ、言ってごらん。[t0.5]
 君の望みはなんだ？","来，告诉我。[t0.5]
  你的期待是什么？","來，告訴我。 [t0.5]
你所期望的是什麼？"
Story/Intro_1/UnknownText1,Text,,"걱정 하지마.[t2]
이건 끝이 아니야. 또다른 시작일 뿐이지.","Ne t'inquiète pas.[t2] 
Ce n'est pas la fin. C'est simplement un nouveau commencement.","心配することはないよ。[t2]
 これは終わりではない。新しい始まりだ。","别担心。[t2]
  这不是结束，而是另一个开始。","別擔心。 [t2]
  這不是結束，而是另一個開始。"
Story/Intro_1/UnknownText2,Text,,...이 세계의 주인공은 바로 너니까.,...Parce que tu es le héros de ce monde.,…この世界の主人公は君だから。,……这个世界的主角是你。,……這世界的主角是你。
Story/Intro_2/UnknownText1,Text,,방[t0.2]주[t0.2]로[t0.2] 가.,Va[t0.2] à[t0.2] l'[t0.2]Arche.,ア[t0.2]ー[t0.2]ク[t0.2]へ。,快[t0.2]去[t0.2]方[t0.2]舟。,快[t0.2]去[t0.2]方[t0.2]舟。
Story/Intro_2/UnknownText2,Text,,네 목[t0.1]적[t0.1]은[t0.2] 시[t0.1]계[t0.1]탑[t0.1]을 [t0.1]가[t0.1]동[t0.1]하[t0.1]는[t0.1]것.,Ton objectif[t0.1] est[t0.2] d'activer[t0.1] la[t0.1] Tour[t0.1] de l'Horloge.,お前[t0.1]の[t0.1]目[t0.2]的[t0.1]は[t0.1]時計[t0.1]塔を[t0.1]起[t0.1]動[t0.1]させ[t0.1]る[t0.1]こと。,你[t0.1]的[t0.1]目[t0.2]标[t0.1]是[t0.1]启[t0.1]动[t0.1]钟[t0.1]楼。,你[t0.1]的[t0.1]目[t0.2]標[t0.1]是[t0.1]啟[t0.1]動[t0.1]鐘[t0.1]樓。
Story/Lucy1/AzarText,Text,Dialogue의 Story_lucy_1_Witch9_24랑 이어지는 부분,[long0]아직 끝나지 않았으니까. [long0.06]다시 시작 해보자.,[long0]Ce n'est pas la fin.[long0.06] Recommençons depuis le début.,[long0]まだ終わってないから、 [long0.06]もう一度やってみよう。,[long0]一切都还没结束。[long0.06]我们重新开始吧。,[長0]一切都還沒結束。 [long0.06]我們重新開始吧。
Story/Lucy1/Witch1,Text,,무서워서 몸이 움직이지 않아...,Mes mains ne bougent plus...,怖くて体が動かない…,我好害怕，我动不了了……,我好害怕，我動不了了……
Story/Lucy1/Witch2,Text,,못 하겠어...,Je n'y arrive pas...,できない…,我做不到……,我做不到……
Story/LucyFirstWakeup_0,Text,,루시[t0.1].[t0.1].[t0.1].,Lucy[t0.1].[t0.1].[t0.1].,ルシー[t0.1].[t0.1].[t0.1].,露西[t0.1].[t0.1].[t0.1].[t0.1]。,露西[t0.1].[t0.1].[t0.1]。
Story/LucyFirstWakeup_1,Text,,"루시, 일어나.","Lucy, réveille-toi.",ルシー、起きろ。,露西，快起来。,露西，快起來。
Story/LucyTell_1,Text,,시계탑을 가동해,Activer la Tour de l'Horloge,時計塔を起動しろ,启动钟楼,啟動鐘樓
StoryGlitch/String1,Text,마지막에 띄어쓰기 넣으셔야 합니다.,"[&2]손상된 데이터를 감지했습니다.
손상된 파일","[&2]Données corrompues détectées. 
Fichier corrompu","[&2]破損したデータがあります。
 破損したファイル","[&2]检测到损坏的数据。
  损坏的文件","[&2]偵測到損壞的資料。
  損壞的文件"
StoryGlitch/String2,Text,,자동 데이터 복구 시작[long0.2]......,Lancement de la récupération automatique des données[long0.2]......,データを復旧します[long0.2]……,开始自动修复数据[long0.2]……,開始自動修復資料[long0.2]......
StoryGlitch/String3,Text,,복구중....,Récupération des données....,復旧作業中……,正在修复……,正在修復……
StoryGlitch/String4,Text,,[&1]복구 완료[lend],[&1]Récupération terminée[lend],[&1]復旧完了[lend],[&1]修复完成[lend],[&1]修復完成[lend]
StoryGlitch/String5,Text,,프로그램을 재개합니다.,Reprendre le programme.,プログラムを再開します。,正在重启程序。,正在重啟程式。
StoryNames/Annie,Text,,애니,Annie,アニー,安妮,安妮
StoryNames/Azar,Text,,아자르,Azar,アザール,阿扎尔,阿札爾
StoryNames/Bebe,Text,,베베,Bebe,ベベ,贝贝,貝貝
StoryNames/Charon,Text,,카론,Charon,カロン,卡伦,卡倫
StoryNames/Chiyo,Text,,치요,Chiyo,チヨ,七曜,七曜
StoryNames/Clyne,Text,,클라인,Clyne,クライン,克莱因,克萊因
StoryNames/Haru,Text,,하루,Haru,ハル,哈鲁,哈魯
StoryNames/Hein,Text,,헤인,Hein,ヘイン,海因,海因
StoryNames/Ilya,Text,,일리야,Ilya,イリヤ,伊利亚,伊利亞
StoryNames/Iron,Text,,아이언 하트,Ironheart,アイアンハート,钢铁之心,鋼鐵之心
StoryNames/Joey,Text,,조이,Joey,ジョイ,乔伊,喬伊
StoryNames/King,Text,,잊혀진 왕,Le Roi Oublié,忘れられた王,被遗忘的王,被遺忘的王
StoryNames/Leryn,Text,,레린,Leryn,レーリン,蕾琳,蕾琳
StoryNames/Lian,Text,,리안,Lian,リーアン,莉安,莉安
StoryNames/Lucy,Text,,루시,Lucy,ルシー,露西,露西
StoryNames/Merlant,Text,,메를랑,Merlant,メルラン,梅兰特,梅蘭特
StoryNames/Miss,Text,,미스 체인,Miss Chain,ミス・チェーン,链锯小姐,鏈鋸小姐
StoryNames/Momori,Text,,모모리,Momori,モモリ,桃梨,桃梨
StoryNames/Narhan,Text,,나르한,Narhan,ナールハン,纳尔汗,納爾汗
StoryNames/Phoenix,Text,,피닉스,Phoenix,フェニックス,凤凰,鳳凰
StoryNames/Pressel,Text,,프레셀,Pressel,プレッセル,普瑞斯特,普瑞斯特
StoryNames/ProgramMaster,Text,,프로그램 마스터,Maître du Programme,プログラムマスター,程序管理员,程式管理員
StoryNames/Silverstein,Text,,실버스틴,Silverstein,シルバースタイン,西尔弗斯坦,西爾弗斯坦
StoryNames/Sizz,Text,,시즈,Sizz,シズ,西斯,西斯
StoryNames/Trisha,Text,,트리샤,Trisha,トリーシャ,特丽莎,特麗莎
System/CantRareSkill,Text,,더 이상 희귀 스킬을 배울 수 없습니다.,Vous ne pouvez plus apprendre de compétences rares.,これ以上レアスキルを習得できません。,无法学习更多的稀有技能。,無法學習更多的稀有技能。
