Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw],
Buff/B_Crossoflight_Name,Text,,빛의 십자가,Croix de lumière,光の十字架,闪耀的十字架,閃耀的十字架,
Buff/B_CursedMob_0_Description,Text,,행동 횟수 2회 증가,Augmente le compteur d'action de 2.,追加行動2回。,增加2次行动次数,增加2次行動次數,
Buff/B_CursedMob_0_Name,Text,,<color=red>저주 : 흉폭한</color>,<color=red>Malédiction : Maraudeur</color>,<color=red>呪い：狂暴</color>,<color=red>诅咒：凶残的</color>,<color=red>詛咒：兇殘的</color>,
Buff/B_CursedMob_1_Description,Text,,행동 횟수 1회 증가,Gagne 1 compteur d'action.,追加行動1回。,增加1次行动次数,增加1次行動次數,
Buff/B_CursedMob_1_Name,Text,,<color=red>저주 : 거대한</color>,<color=red>Malédiction : Colossal</color>,<color=red>呪い : 巨大</color>,<color=red>诅咒：巨大的</color>,<color=red>詛咒：巨大的</color>,
Buff/B_CursedMob_2_Description,Text,,"행동 횟수 1회 증가
턴마다 한번의 피해를 막습니다.","Gagne 1 compteur d'action. 
Bloque 1 attaque entrante à chaque tour.","追加行動1回。
毎ターン、ダメージを1回ブロックする。","增加1次行动次数
每回合抵挡一次伤害。","增加1次行動次數
每回合抵擋一次傷害。",
Buff/B_CursedMob_2_Name,Text,,<color=red>저주 : 단단한</color>,<color=red>Malédiction : Robuste</color>,<color=red>呪い : 屈強</color>,<color=red>诅咒：坚固的</color>,<color=red>詛咒：堅固的</color>,
Buff/B_CursedMob_3_Description,Text,,"행동 횟수 1회 증가
MP 1 감소","Gagne 1 compteur d'action. 
Retire 1 Mana.","追加行動1回。
マナ1ダウン。","增加1次行动次数
回合开始时法力值减少1点","增加1次行動次數
回合開始時法力值減少1點",
Buff/B_CursedMob_3_Name,Text,,<color=red>저주 : 공포스러운</color>,<color=red>Malédiction : Terrifiante</color>,<color=red>呪い : 恐怖</color>,<color=red>诅咒：恐怖的</color>,<color=red>詛咒：恐怖的</color>,
Buff/B_CursedMob_4_Description,Text,,"행동 횟수 1회 증가
턴 종료시 체력이 0 이하인 캐릭터가 있으면 전투불능 됩니다.","Gagne 1 compteur d'action. À la fin du tour, tous les personnages ayant moins de 0 PV s'évanouissent.","追加行動1回。
ターン終了時、体力が0以下のキャラクターは戦闘不能となる。","增加1次行动次数
回合结束时，体力值降到0点及以下的角色将无法战斗。","增加1次行動次數
回合結束時，體力值降到0點及以下的角色將無法戰鬥。",
Buff/B_CursedMob_4_Name,Text,,<color=red>저주 : 처형자</color>,<color=red>Malédiction : Bourreau</color>,<color=red>呪い : 処刑人</color>,<color=red>诅咒：刽子手</color>,<color=red>詛咒：劊子手</color>,
Buff/B_CursedMob_5_Description,Text,,행동 횟수 1회 증가,Gagne 1 compteur d'action.,追加行動1回。,增加1次行动次数,增加1次行動次數,
Buff/B_CursedMob_5_Name,Text,,<color=red>저주 : 멈출수 없는</color>,<color=red>Malédiction : Inarrêtable</color>,<color=red>呪い : 猛突</color>,<color=red>诅咒：无法停止的</color>,<color=red>詛咒：無法停止的</color>,
Buff/B_DarkCross_Description,Text,,"도발 무시
적을 공격하면 해제됩니다.",Ignore la Provocation. Retiré lorsque vous attaquez un ennemi.,"挑発無視。
敵を攻撃すると解除される。","无视嘲讽
使用攻击技能时解除。","無視嘲諷
使用攻擊技能時解除。",
Buff/B_DarkCross_Name,Text,,도발 무시,Ignore la Provocation,挑発無視,无视嘲讽,無視嘲諷,
Buff/B_Deathbringer_0_T_Description,Text,,"죽음인도자에게 입히는 피해 절반 감소
죽음인도자가 처치되면 해제됩니다.","Tous les dégâts de compétence infligés au Porte-Mort sont réduits de moitié. 
Retiré lorsque le Porte-Mort est vaincu.","死へ導く者へのダメージは半減される。
死へ導く者が倒されると解除される。","对死亡使者造成的伤害减半
击杀死亡使者时解除。","對死亡使者造成的傷害減少一半
擊殺死亡使者時解除。",
Buff/B_Deathbringer_0_T_Name,Text,,죽음으로 가는 길,La Route vers la mort,死への道,死亡之路,死亡之路,
Buff/B_DeepWound_Description,Text,,이번 턴에 뽑는 자신의 스킬을 사용하면 고통 피해를 입습니다.,Subit des dégâts de Douleur si ce personnage joue une compétence qu'il a piochée ce tour-ci.,このターンに引いた自分のスキルを使用すると苦痛ダメージを受ける。,使用本回合中抽取的自己的技能时受到痛苦伤害。,使用本回合中抽取的自己的技能時受到痛苦傷害。,
Buff/B_DeepWound_Name,Text,,깊은 상처,Blessure profonde,深い傷,重伤,重傷,
Buff/B_DefultSkill_2_T_Name,Text,,보호,Protection,保護,保护,保護,
Buff/B_DemonHunter_Description,Text,,손에서 내면 15% 확률로 무작위 스킬을 버립니다.,15 % de chances de défausser une compétence aléatoire lorsqu'elle est jouée depuis votre main.,手札から使用すると、15%の確率でランダムなスキルを捨てる。,出手时有15%的概率弃掉随机技能。,出手時有15%的機率棄掉隨機技能。,
Buff/B_DemonHunter_Name,Text,,악마사냥꾼,Chasseur de démons,悪魔狩り,恶魔猎人,惡魔獵人,
Buff/B_DochiHat_Name,Text,,"공격력, 회피율 증가",Puissance d'attaque et esquive augmentées.,攻撃力、回避率アップ,攻击力、闪避率增加,攻擊力、閃避率增加,
Buff/B_Dochi_Description,Text,,등에 올라탄 풀도치가 공격을 받아내 피해를 경감합니다.,Le hérisson au-dessus encaisse la prochaine attaque et absorbe les dégâts.,背中のグラスホーグが攻撃を受け、ダメージを減少させる。,因骑在背上的草刺猬承受攻击，所受伤害减少。,因騎在背上的草刺蝟承受攻擊，所受傷害減少。,
Buff/B_Dochi_Name,Text,,삼단 풀도치,Pile de hérissons d'herbe,三段グラスホーグ,三叠草刺猬,三疊草刺蝟,
Buff/B_DolorousStroke_Description,Text,,"치명타 적중 또는 치명타 공격, 치명타 회복을 받으면 해제됩니다.","Retiré lorsque ce personnage inflige un coup critique, subit un coup critique ou reçoit un soin critique.",クリティカルダメージかクリティカル回復を受けると解除される。,造成或受到暴击时解除。,被暴擊命中、造成暴擊攻擊或得到暴擊恢復時解除。,
Buff/B_DolorousStroke_Name,Text,,재앙의 일격,Frappe douloureuse,災いの一撃,灾难一击,災難一擊,
Buff/B_DorchiX_0_T_Description,Text,,"손에서 스킬을 낼 때마다, 그 스킬의 비용만큼 춤추는 풀잎이 오른쪽으로 이동합니다.
춤추는 풀잎을 가지고 있는 아군이 스킬을 낼 경우, 그 스킬의 주인은 &a 피해를 입습니다.
도르취 경은 <b>반드시</b> 춤추는 풀잎을 가지고 있는 대상을 공격합니다.","Chaque fois que vous jouez une compétence depuis votre main, Feuilles dansantes se déplace vers la droite d'un nombre de cases égal au coût de cette compétence. 
Si un allié affecté par Feuilles dansantes joue une compétence, son propriétaire subit &a dégâts. 
Sir Dorchi attaquera <b>toujours</b> la cible affectée par Feuilles dansantes.","手札からスキルを使用する度、コストに比例して「踊る草」が移動する。
「踊る草」状態の味方は、スキル使用後に&aダメージを受ける。
サー・ホルグは<b>必ず</b>「踊る草」状態のパーティーメンバーを攻撃する。","每当友军释放手中的技能时，舞动的草叶向右移动，移动距离等于该技能的费用。
当持有舞动的草叶的友军释放技能时，该技能的拥有者受到 &a 点伤害。
多尔希爵士<b>必定</b>攻击持有舞动的草叶的目标。","每當友軍釋放手中的技能時，舞動的草葉向右移動，移動距離等於該技能的費用。
當持有舞動的草葉的友軍釋放技能時，該技能的擁有者受到 &a 點傷害。
多爾希爵士<b>必定</b>攻擊持有舞動的草葉的目標。",
Buff/B_DorchiX_0_T_Name,Text,,춤추는 풀잎 &a,Feuilles dansantes &a,踊る草&a,舞动的草叶&a,舞動的草葉&a,
Buff/B_DorchiX_Barrier_Description,Text,,숲의 검이 있는동안 무적 상태가 됩니다.,Invincible tant que l'Épée de la forêt est active.,「森の剣」がある限りダメージを受けない。,持有森林之剑期间处于无敌状态。,持有森林之劍期間處於無敵狀態。,
Buff/B_DorchiX_Barrier_Name,Text,,검의 보호,Protection de l'Épée,森の剣,剑之庇护,劍之庇護,
Buff/B_DorchiX_Lucy_T_Description,Text,,"춤추는 풀잎에 의해 피해를 입지 않습니다.
춤추는 풀잎이 발동되면 스킬을 한개 뽑고 이번턴간 1 마나를 얻습니다. (최대 2번까지 발동)
현재 &a번 발동","Les membres du groupe ne peuvent pas subir de dégâts de Feuilles dansantes. 
Chaque fois que Feuilles dansantes s'active, piochez 1 compétence et gagnez 1 Mana pour ce tour. 
(Maximum 2 fois.) Déclenché &a fois.","「踊る草」によるダメージを受けない。
「踊る草」が発動するとスキルを1個引き、このターンのみマナを1得る。
 (最大2回まで)
 現在&a回発動","不会因舞动的草叶受到伤害。
触发舞动的草叶时，抽取一个技能，并获得1点法力值。（最多触发2次）
当前触发&a次","不會因舞動的草葉而受傷。
觸發舞動的草葉時，抽取一個技能，並在本回合期間獲得1點法力值。 （最多觸發2次）
目前觸發&a次",
Buff/B_DorchiX_Lucy_T_Name,Text,,춤추는 풀잎 보호,Protection des Feuilles dansantes,草ガード,保护舞动的草叶,保護舞動的草葉,
Buff/B_DorchiX_P_Description,Text,,"<Hard>턴 시작마다 가시갑옷을 얻습니다.
피해를 입으면 적에게 <color=purple>&a 고통 피해</color>를 입히고 해제됩니다.","<Hard>Gagne Épines au début de chaque tour. 
Après avoir subi des dégâts, inflige <color=purple>&a dégâts de Douleur</color> à l'attaquant, puis retire cet effet.","<Hard>毎ターン「トゲ鎧」効果を得る。
ダメージを受けると敵に<color=purple>&aの苦痛ダメージ</color>を与える。
その後、「トゲ鎧」効果は解除される。","<Hard>每回合开始时，获得荆棘铠甲。
受到伤害时，对敌人造成<color=purple>&a点痛苦伤害</color>后解除。","<Hard>每回合開始時，獲得荊棘鎧甲。
受到傷害時，對敵人造成<color=purple>&a點痛苦傷害</color>後解除。",
Buff/B_DorchiX_P_Name,Text,,가시 갑옷,Armure d'épines,トゲ鎧,荆棘铠甲,荊棘鎧甲,
Buff/B_DoubleBarrel_Description,Text,,"추가 공격, 반격시 이번 전투동안 공격력이 2.5% 증가합니다.","Gagne 2,5 % de puissance d'attaque pour chaque attaque et contre-attaque supplémentaire.",追加攻撃や反撃時、この戦闘の間に攻撃力が2.5％アップする,追加攻击或反击时，本次战斗期间攻击力增加2.5%。,追加攻擊或反擊時，本次戰鬥期間攻擊力增加2.5%。,
Buff/B_DoubleBarrel_Name,Text,,더블 배럴 샷건,Fusil à double canon,ダブルバレルショットガン,双管霰弹枪,雙管霰彈槍,
Buff/B_DuelistWill_0_Description,Text,,체력이 0 이하일경우 체력이 1이 됩니다,"Si les PV tombent à 0 ou moins, survit avec 1 PV à la place.",体力が0以下の場合、1になる。,当体力值降到0点及以下时体力值变成1点。,當體力值降到0點及以下時體力值變成1點。,
Buff/B_DuelistWill_0_Name,Text,,불굴의 의지,Volonté indomptable,不屈の意志,不屈意志,不屈意志,
Buff/B_DuelistWill_Description,Text,,"체력이 0이 되면, 한 턴간 전투불능을 저항하는 버프를 받습니다.","Lorsque les PV atteignent 0, ce personnage reçoit un bonus lui conférant l'invincibilité pendant 1 tour.",体力が0になると、1ターンの間戦闘不能に抵抗する効果を得る。,当体力值变成0点时，获得一回合内免疫无法战斗状态的增益。,當體力值變成0點時，獲得一回合內免疫無法戰鬥狀態的增益。,
Buff/B_DuelistWill_Name,Text,,불굴,Insurmontable,不屈,不屈,不屈,
Buff/B_EnAddDebuff_Description,Text,,공격 받을 때 까지 지속,Reste actif jusqu'à ce que le personnage soit attaqué.,攻撃を受けるまで続く。,持续至受到攻击,持續至受到攻擊,
Buff/B_EnAddDebuff_Name,Text,,방어력 약화,Armure affaiblie,防御力ダウン,防御力弱化,防禦力弱化,
Buff/B_EnAddPain_Name,Text,,고통,Douleur,苦痛,痛苦,痛苦,
Buff/B_EnemyTaunt_Description,Text,,다른 캐릭터를 타겟으로 지정할 수 없게 됩니다.,Doit être ciblé en priorité.,他キャラクターをターゲットに指定できない。,无法指定其他角色。,無法指定其他角色。,
Buff/B_EnemyTaunt_Name,Text,,도발,Provocation,挑発,嘲讽,嘲諷,
Buff/B_Enemy_Boss_Reaper_P_0_Description,Text,,"<b>사형 선고</b>에 피격당하면, 모든 아군은 26의 방어 무시 피해를 받습니다.","Lorsqu'il est touché par une autre <b>Sentence de mort</b>, tous les alliés subissent 26 dégâts (ignore l'armure).",<b>死の宣告</b>を受けると、味方全員が26の固定ダメージを受ける。,受到<b>死刑宣判</b>攻击时，全体友军受到26点无视防御的伤害。,受到<b>死刑宣判</b>攻擊時，全體友軍受到26點無視防禦的傷害。,
Buff/B_Enemy_Boss_Reaper_P_0_Name,Text,,죽음의 표식,Marque de la mort,死印,死亡标记,死亡標記,
Buff/B_Enemy_Boss_Reaper_P_Description,Text,,"턴이 끝나면 손의 맨 위에 있는 <b>스킬의 주인</b>을 우선으로 사형 선고를 시전합니다.
손의 맨 위에 있는 스킬은 다음 턴에 비용이 1 감소합니다.
(루시 스킬은 무시)","À la fin du tour, lance « Sentence de mort » en ciblant en priorité le <b>propriétaire</b> de la compétence située tout en haut de votre main. 
Au tour suivant, le coût de cette compétence est réduit de 1. 
(Ignore les compétences de Lucy.)","ターン終了時、手札の一番上にある <b>スキルの持ち主</b>を優先して死の宣告を使用する。
一番上のスキルは次のターン、コストが1減少する。
 (ルシーのスキルは無視される。)","回合结束时，<b>手中最上面的技能的拥有者</b>将优先被宣判死刑。
若此时手中没有调查员的技能，则对随机调查员宣判死刑。
手中最上面的技能将在下一回合开始时减少 1 点费用。
（无视露西的技能）","回合結束時，<b>手中最上面的技能的擁有者</b>將優先被宣判死刑。
若此時手中沒有調查員的技能，則對隨機調查員宣判死刑。
手中最上面的技能將在下一回合開始時減少 1 點費用。
（無視露西的技能）",
