Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw],Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Record/Replay/LastBattleAfter1_Title,Text,,마지막 싸움,Bataille finale,最後の戦い,最后的战斗,最後的戰鬥,,,,,,,,,,,,,,,,,,
Record/Replay/LastBattleAfter2_Desc,Text,,"마침내 마스터를 쓰러뜨리고, 루시는 현실 세계로 나갔다고 생각했지만, 그것은 모두 마스터가 미리  보여준 진실이자 미래였다. 모든 것을 알게 된 루시는 절망하게 되고, 피닉스가 몸을 던져 루시를 지켜내지만, 루시의 눈동자에는 더이상 아무런 빛도 깃들어 있지 않은데...","Après avoir finalement vaincu le Maître, 
Lucy croit être revenue dans le monde réel. Pourtant, ce qu'elle voit n'est que le futur que le Maître lui a montré. 
Après avoir découvert toute la vérité, Lucy sombre dans le désespoir.
 Phoenix la protège au prix de sa propre vie, mais plus aucune lueur ne brille dans les yeux de Lucy...","ついにマスターを倒し、現実世界に出られたと思ったルシー。
しかし、それらは全てマスターが見せた真実であり未来だった。
全てを知ってしまったルシーは絶望する。
フェニックスが身を呈してルシーを庇うが、
ルシーの瞳からは、もうどんな光さえも失われていた…。",露西以为她最终打败了管理员，回到了现实世界，但这都是管理员提前给她展示的未来。 知道真相的露西陷入了绝望，凤凰奋不顾身地守护露西，但露西的眼睛里已经没有光了……,露西以為她最終打敗了管理員，回到了現實世界，但這都是管理員提前給她展示的未來。知道真相的露西陷入了絕望，鳳凰奮不顧身地守護露西，但露西的眼神裡已經沒有光了……,,,,,,,,,,,,,,,,,,
Record/Replay/LastBattleAfter2_Title,Text,,절망의 세계,Le monde du désespoir,絶望の世界,绝望的世界,絕望的世界,,,,,,,,,,,,,,,,,,
Record/Replay/NormalEnding_Desc,Text,,"싸움은 끝났다. 모두는 힘들고 괴로운 기억을 전부 잊고, 저마다의 행복한 일상 속에서 남은 시간을 행복하게 보낼 수 있게 되었다.","Le combat est terminé. 
Tous ont oublié leurs souvenirs les plus douloureux.
Et peuvent désormais vivre le reste de leur existence dans le bonheur qui leur est propre.","戦いは終わった。
それぞれ辛くてつらい記憶をすべて忘れて、
幸せな日常の中で残った時間を幸せに過ごせるようになった。",战斗结束了。大家终于可以忘掉所有痛苦的记忆，在各自的生活里幸福地度过余下的时光。,戰鬥結束了。大家終於可以忘掉所有痛苦的記憶，在各自的生活裡幸福地度過餘下的時光。,,,,,,,,,,,,,,,,,,
Record/Replay/NormalEnding_Title,Text,,새장 속 행복,Le bonheur dans la cage aux oiseaux,鳥籠の中の幸せ,笼中的幸福,籠中的幸福,,,,,,,,,,,,,,,,,,
Record/Replay/SecondClear_Desc,Text,,"무한 루프를 부수고 자신만의 현실을 찾기 위해, 아자르는 클라인과 이야기를 나눈다.
원래 방주의 주인이자 방주 프로젝트의 총책임자였던 클라인이라면 무언가 방법을 알고 있을 거라고 확신하는 아자르.
클라인은 아자르에게 '아카이브'의 존재를 말해주며 숨이 끊어진다.","Azar s'adresse à Clyne dans l'espoir de briser la boucle infinie et de retrouver la réalité. 
Convaincu que le fondateur et directeur exécutif du projet Arche connaît une solution, il vient lui demander son aide. 
Clyne lui parle des « Archives » avant de rendre son dernier souffle.","無限ループを終わらせて自分の現実を取り戻すため、アザールはクラインと話し合う。
アーク本来の主であり、アークプロジェクトの総責任者でもあるクラインなら
何か手がかりを持っているはずだと確信するアザール。
クラインはアザールにアーカイブの存在を教えた後、息絶えてしまう。","为了打破无限循环找回现实，阿扎尔找到了克莱因。
阿扎尔确信身为方舟的原主人及项目的总负责人，他一定知道方法。
在告诉阿扎尔关于“档案馆”的存在后，克莱因咽下了最后一口气。","為了打破無限循環找回現實，阿札爾找到了克萊因。
阿札爾確信克萊因身為方舟的原主人及計畫的總負責人，他一定知道方法。
在告訴阿札爾關於『檔案館』的存在後，克萊因嚥下了最後一口氣。",,,,,,,,,,,,,,,,,,
Record/Replay/SecondClear_Title,Text,,단 하나의 단서,L'unique indice,たった一つの手がかり,唯一的线索,唯一的線索,,,,,,,,,,,,,,,,,,
Record/Replay/SecondDie_Desc,Text,,"뒤틀린 땅에 내려가 어딘가를 향해 걷는 아자르. 그는 매우 익숙해 보이고, 동시에 공허해 보이기도 한다.
그리고 마침내 도착한 곳에는, 언제나와 똑같은 장소에서 똑같은 자세로 소녀가 잠들어 있다.","Azar se rend dans un endroit bien précis des Terres Distordues. 
Il semble connaître les lieux par cœur, tout en affichant un regard vide. 
Lorsqu'il arrive enfin à destination, une jeune fille dort exactement au même endroit, dans la même position que d'habitude.","歪みの地に降りてどこかに向かっているアザール。
彼は変化を繰り返す大地を迷いなく歩くも、その表情はどこか虚ろに見えた。
彼が到着した場所には、いつもと同じ姿で、少女が静かに眠っている…。","在扭曲之地里，阿扎尔向着某处走去。他看起来既熟练又空虚。
就在他最后抵达的地方，一个少女正在以同样的姿势在同样的地点熟睡着。","在扭曲之地裡，阿札爾朝著某處走去。他看起來既熟練又空虛。
就在他最後抵達的地方，一個少女正以同樣的姿勢在同樣的地點熟睡著。",,,,,,,,,,,,,,,,,,
Record/Replay/SecondDie_Title,Text,,반복되는 세계,Monde en boucle,繰り返す世界,重复的世界,重複的世界,,,,,,,,,,,,,,,,,,
Record/Replay/SwimDLCStory_Desc,Text,,"갑작스럽게 정신을 잃고, 수영복을 입은 채 해변가에서 깨어난 루시 일행.
좀처럼 보기 힘든 바다 풍경에 마음을 빼앗긴 일행은 일단 신나게 물놀이를 하기로 한다.
즐거움도 잠시, 해변가에서 나갈 방법이 없다는 것을 깨달은 루시 일행. 그리고 그들 앞에 누군가가 모습을 드러낸다.","Après avoir soudainement perdu connaissance, 
Lucy et son groupe se réveillent sur une plage, vêtus de leurs maillots de bain. 
Émerveillés par cette rare vue de l'océan, ils décident d'aller se baigner et de profiter de l'instant. 
Cependant, ils réalisent rapidement qu'il est impossible de quitter la plage. 
C'est alors que quelqu'un apparaît devant eux.","突然気を失った後、砂浜で目覚めたルシー達はどういう訳か水着姿だった。
しかし歪みの地では楽しむことができなかった海を目にして、バカンス気分を満喫する。
楽しい時間を過ごしたルシー達。
しかし帰り際、どういう訳か砂浜からは出られないことに気が付く。
そんな調査団員たちの前に、海の向こうに灯る不知火と共に現れた影は…。","露西一行人忽然间失去了意识，醒来时发现所有人都身着泳装，置身于一片海滩之上。
被难得一见的大海迷住的她们，决定先尽情地畅游一番。
但快乐是暂时的，他们发现似乎无法离开这片海滩，这时，一个神秘的女人出现在他们面前。","露西一行人突然失去了意識，穿著泳裝在海邊醒來。
被難得一見的大海迷住的他們，決定先盡情地玩水。
但快樂是暫時的，他們發現似乎沒有辦法離開海灘。
這時，一個神祕的女人出現在他們面前。",,,,,,,,,,,,,,,,,,
Record/Replay/SwimDLCStory_Title,Text,,서머 트와일라잇,Crépuscule d'été,サマートワイライト,夏日黄昏,夏日黃昏,,,,,,,,,,,,,,,,,,
Record/Replay/TrueEnding_1_Desc,Text,,"모든 것을 내려놓고 새로운 세계를 받아들이려고 하는 루시. 그런 루시의 앞에 나타난 것은 빛을 잃은 시계탑과, 과거의 자기 자신.
환상 속에서 루시는 무언가를 깨닫고, 다시 한 번 결의를 다지게 된다.","Lucy est prête à tout abandonner pour accepter ce nouveau monde, 
mais elle aperçoit devant elle une Tour de l'Horloge privée de sa lumière, ainsi que son ancienne personne. 
Au cours de cette vision, Lucy comprend enfin quelque chose et raffermit sa détermination.","全てを諦めて新しい世界を受け入れようとしているルシー。
そんなルシーの前に現れたのは色を失った時計塔と過去の自分。
幻想の中でルシーは何かに気付き、再び決意を固める。","就在露西准备放下一切，接受新的世界时，褪色的钟楼和过去的自己出现在她的面前。
在幻象中露西领悟到了什么，她再一次下定了决心。","就在露西準備放下一切，接受新的世界時，褪色的鐘樓和過去的自己出現在她的面前。
在幻像中露西領悟到了什麼，她再一次下定了決心。",,,,,,,,,,,,,,,,,,
Record/Replay/TrueEnding_1_Title,Text,,잿빛 환상,Fantaisie assombrie,灰色の幻想,灰色幻象,灰色幻象,,,,,,,,,,,,,,,,,,
Record/Replay/TrueEnding_2_Desc,Text,,"이길 수 없다는 것을 알면서도 포기하지 않는다. 루시는 지금까지 겪은 모든 일들을 통해 마스터가 주장하는 무의미함을 반박한다.
누군가가 자신들의 마지막을 기억해주리라 믿으면서, 루시는 마지막 공격에 모든 힘을 쏟아 넣는다.","Même si Lucy sait qu'elle ne peut pas gagner, elle refuse d'abandonner. 
Se remémorant tout ce qu'elle a traversé, elle réfute les paroles du Maître selon lesquelles tout serait dénué de sens. 
Convaincue que quelqu'un se souviendra de leurs derniers instants, 
Lucy rassemble toutes ses forces pour lancer une ultime attaque.","勝てないことを知りながらもあきらめない。 
ルシーは今まで経験したすべてのことを通じてマスターが主張する無意味さに反論する。
誰かが自分たちの最後を覚えてくれると信じながら、
ルシーは最後の攻撃にすべての力を注ぎ込む。","露西明知道自己赢不了，却还是没有放弃。她通过至今所经历的一切去反驳管理员主张的所谓的无意义。
露西汇聚了所有的力量挥出了最后一击，她相信一定会有人记得他们最后的样子。","露西明知道自己贏不了，卻還是沒有放棄。她透過至今所經歷的一切去反駁管理員主張的所謂的無意義。
露西匯聚了所有的力量揮出了最後一擊，她相信一定會有人記得他們最後的樣子。",,,,,,,,,,,,,,,,,,
Record/Replay/TrueEnding_2_Title,Text,,프로젝트 종료,La fin du projet,プロジェクト終了,结束项目,計畫結束,,,,,,,,,,,,,,,,,,
